"bad_stop","confidence_1","stop_id_1","stop_name_1","confidence_2","stop_id_2","stop_name_2"
"markham road and finch","86","2288","Eglinton Ave East at Markham Rd West Side","86","9910","Finch Ave East at Finchdene Sq West Side"
"st. clair ave. west","95","3927","Jane St at St Clair Ave West","95","13318","St Clair Ave West at Jane St"
"ridge hill","90","192","Bathurst St at Ridge Hill Dr","86","1950","Don Mills Rd at Leith Hill Rd"
"bathurst & steeles","86","1974","Don Mills Rd at Steeles Ave East","86","134","Bathurst St at Elm Ridge Dr"
"symons and royal york","86","12175","Royal York Rd at Eglinton Ave West South Side","86","9078","York Mills Rd at Lesmill Rd West Side"
"lampton and weston","86","9383","Eglinton Ave West at Weston Rd","86","9383","Eglinton Ave West at Weston Rd"
"finch and tollerton","86","9910","Finch Ave East at Finchdene Sq West Side","86","9909","Finch Ave East at Neilson Rd West Side"
"st. clair stn","97","14778","St Clair Station","97","14778","St Clair Station"
"col sam smith loop","86","13366","Exhibition Loop at Manitoba Dr","86","6532","Humber Loop at The Queensway"
"kipling and burnhamthorpe","86","4285","Kipling Ave at Belfield Rd - Etobicoke North GO Station","86","4291","Kipling Ave at Bloor St West North Side"
"kipling and burmathorpe","86","4285","Kipling Ave at Belfield Rd - Etobicoke North GO Station","86","4291","Kipling Ave at Bloor St West North Side"
"steeles and kennedy","86","1974","Don Mills Rd at Steeles Ave East","86","3539","Eglinton Ave East at Kennedy Station"
"victoriapark stn.","98","14786","Victoria Park Station","98","14786","Victoria Park Station"
"st. clair and weston","86","1871","Davisville Ave at Cleveland St","86","5006","Doncaster Ave at Main St West Side"
"steels loop","86","13366","Exhibition Loop at Manitoba Dr","86","6530","Rouge Hill GO Station Loop"
"steeles loop at martingrove","86","9125","Don Mills Rd at Eglinton Ave East North Side","86","14255","Don Mills Rd at Lawrence Ave East South Side"
"banff/eglinton","86","14258","Don Mills Rd at Eglinton Ave East","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"sigt","68","6228","Albion Rd at Islington Ave","68","11999","Bloor St West at Islington Ave"
"king st at yonge","86","662","Danforth Rd at Kennedy Rd","86","929","Davenport Rd at Bedford Rd"
"skymark ave  / explore dr","86","9125","Don Mills Rd at Eglinton Ave East North Side","86","14255","Don Mills Rd at Lawrence Ave East South Side"
"kingston rd","95","4243","1859 Kingston Rd","95","4230","2121 Kingston Rd"
"martingrove ave and royalcrest rd","86","11700","Disco Rd at Attwell Dr","86","11700","Disco Rd at Attwell Dr"
"arrow rd","90","6059","Sheppard Ave West at Arrow Rd West Side","90","12926","700 Arrow Rd"
"dufferin and glencairn","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre","86","11630","Dufferin Mall"
"downs stn","86","3539","Eglinton Ave East at Kennedy Station","86","4285","Kipling Ave at Belfield Rd - Etobicoke North GO Station"
"shebourne and bloor","86","9856","Dundas St West at Bloor St West","86","526","Bloor St West at Islington Ave West Side"
"york lanes and york blvd.","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre","86","3543","Eighth St at Lake Shore Blvd West North Side"
"steeles and willowdale","86","9720","Birchmount Rd at Steeles Ave South Side","86","9807","McCowan Rd at Steeles Ave East North Side"
"barmac dr and steeles ave","86","9125","Don Mills Rd at Eglinton Ave East North Side","86","14255","Don Mills Rd at Lawrence Ave East South Side"
"victoria park","90","6372","Ellesmere Rd at Victoria Park Ave","90","13918","Sheppard Ave East at Victoria Park Ave East Side"
"lansdowne stn","90","4408","Lansdowne Ave at Wade Ave - Lansdowne Station","90","4408","Lansdowne Ave at Wade Ave - Lansdowne Station"
"yonge and cummer","86","9897","Eglinton Ave West at Yonge St","86","9898","Eglinton Ave West at Yonge St West Side"
"yorkdale rd & allen rd.","86","3479","Disco Rd at Carlingview Dr East Side","86","14258","Don Mills Rd at Eglinton Ave East"
"eglinton ave west / castleknock","90","2336","Eglinton Ave West at Castle Knock Rd","86","4908","Coxwell Ave at Mortimer Ave - Michael Garron Hospital"
"route 94 wellsley","61","8630","Wellesley St East at Ontario St","61","6652","Parliament St at Wellesley St East South Side"
"castle frank station","100","14641","Castle Frank Station","100","14641","Castle Frank Station"
"steeles & duff","86","1974","Don Mills Rd at Steeles Ave East","86","9719","Bathurst St at Steeles Ave West"
"lawrence/canlish","86","14255","Don Mills Rd at Lawrence Ave East South Side","86","13068","Lawrence Ave East at East Ave - Rouge Hill GO Station"
"grandravine drive","86","9215","Arleta Ave at Grandravine Dr","86","2672","Grandravine Dr at Sentinel Rd"
"sheppard and willowdale","86","13918","Sheppard Ave East at Victoria Park Ave East Side","86","6069","Sheppard Ave West at Jane St East Side"
"ave. rd and glenview","86","1871","Davisville Ave at Cleveland St","86","3479","Disco Rd at Carlingview Dr East Side"
"finch and weston rd","86","3479","Disco Rd at Carlingview Dr East Side","86","14258","Don Mills Rd at Eglinton Ave East"
"sheppard and birchmount","86","7549","Birchmount Rd at Highview Ave South Side","86","9720","Birchmount Rd at Steeles Ave South Side"
"eglinton ave - banff ave","95","2235","Eglinton Ave East at Banff Rd","95","2235","Eglinton Ave East at Banff Rd"
"coxwell stn","100","14643","Coxwell Station","100","14643","Coxwell Station"
"corporate and lee centre","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre","86","11640","Wagman Centre"
"yonge/lawrence","86","14255","Don Mills Rd at Lawrence Ave East South Side","86","9897","Eglinton Ave West at Yonge St"
"kipling at birmingham","95","4289","Kipling Ave at Birmingham St","95","4289","Kipling Ave at Birmingham St"
"hilda & steeles-st clair stn-queens' quay","90","14778","St Clair Station","90","14778","St Clair Station"
"bathurts","79","13478","3174 Bathurst St","79","134","Bathurst St at Elm Ridge Dr"
"queensplate/hwy 27","86","11504","Highway 27 at Queen's Plate Dr - Woodbine Centre","86","11522","Steeles Ave West at Highway 27 East Side"
"eglinton/pharmacy","86","14258","Don Mills Rd at Eglinton Ave East","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"havenbrook and don mills road","86","9125","Don Mills Rd at Eglinton Ave East North Side","86","14255","Don Mills Rd at Lawrence Ave East South Side"
"kingston & west hill","86","5006","Doncaster Ave at Main St West Side","86","9856","Dundas St West at Bloor St West"
"kipling (evans to queensway)","86","4285","Kipling Ave at Belfield Rd - Etobicoke North GO Station","86","6923","The Queensway at Windermere Ave West Side"
"ossington ave / leeds st","95","5976","Ossington Ave at Leeds St","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"victoria park and eglington","86","1459","Queen's Park Cres East at St Joseph St North Side","86","13918","Sheppard Ave East at Victoria Park Ave East Side"
"weston nd wilson","86","9383","Eglinton Ave West at Weston Rd","86","9383","Eglinton Ave West at Weston Rd"
"morningside on ellesmere","88","7702","Ellesmere Rd at Morningside Ave","88","2943","Morningside Ave at Ellesmere Rd"
"route 79","56","13702","Dundas St West at Dundas West Outer Platform","56","13068","Lawrence Ave East at East Ave - Rouge Hill GO Station"
"keele","90","4003","Keele St at Keelegate Dr","90","11689","Keele St at St Clair Ave West"
"hullmar","90","10411","Jane St at Hullmar Dr","90","10411","Jane St at Hullmar Dr"
"milo park gate","90","3911","Jane St at Milo Park Gate","86","6372","Ellesmere Rd at Victoria Park Ave"
"kennedy & passmore","95","11254","Passmore Ave at Kennedy Rd","86","3539","Eglinton Ave East at Kennedy Station"
"route 161","86","607","161 Bridgeland Ave","60","5200","Opposite 2111 Lake Shore Blvd West"
"ellesmere and warden","86","9622","Ellesmere Rd at East Service Rd","86","9622","Ellesmere Rd at East Service Rd"
"lawrence and lorndale","86","14255","Don Mills Rd at Lawrence Ave East South Side","86","13068","Lawrence Ave East at East Ave - Rouge Hill GO Station"
"warden/ellesmere","86","10904","Ellesmere Rd at Mirrow Crt","86","9622","Ellesmere Rd at East Service Rd"
"68warden route","71","1621","689 Warden Ave","71","3162","682 Warden Ave"
"ellesmere and victoria park","87","6372","Ellesmere Rd at Victoria Park Ave","86","9621","Ellesmere Rd at West Service Rd East Side"
"97 yonge service","86","9897","Eglinton Ave West at Yonge St","86","9898","Eglinton Ave West at Yonge St West Side"
"parliament route","86","1451","Parliament St at Carlton St","86","1452","Parliament St at Gerrard St East"
"don millsstn","97","14623","Don Mills Station","97","14623","Don Mills Station"
"victoria park/lawerence","86","8038","Queen's Park Cres West at Hoskin Ave","86","1459","Queen's Park Cres East at St Joseph St North Side"
"royal york at hillside","95","7001","Royal York Rd at Hillside Ave","86","3479","Disco Rd at Carlingview Dr East Side"
"eglinton and old park rd.","86","3479","Disco Rd at Carlingview Dr East Side","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"dundas w  stn","89","14662","Dundas West Station","89","14662","Dundas West Station"
"dundas and aukland","86","9856","Dundas St West at Bloor St West","86","9942","Dundas St West at Jane St East Side"
"lawerence rt","86","9609","Bushby Dr at McCowan Rd - McCowan Rt Station","79","5299","Lawrence Ave East at Orton Park Rd"
"eglinton & victoria park","95","8455","Victoria Park Ave at Eglinton Sq","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"skymark and explorer","86","2679","Guildwood Pkwy at Guild Park and Gardens West Side","86","11259","1 and 3 Concorde Pl North Side"
"ellesmere and kingston rd","89","12544","Kingston Rd at Ellesmere Rd","89","12544","Kingston Rd at Ellesmere Rd"
"dufferin and eglinton","86","14258","Don Mills Rd at Eglinton Ave East","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"commissioners and cherry","86","4853","Carlaw Ave at Commissioners St North Side","86","2679","Guildwood Pkwy at Guild Park and Gardens West Side"
"103m. after don avon dr.","86","3479","Disco Rd at Carlingview Dr East Side","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"camilla cr","90","6674","Pharmacy Ave at Camilla Cres North Side","72","2113","Duncan Mill Rd at Valleybrook Dr"
"john drury crst. & sheppard ave west","87","6071","Sheppard Ave West at John Drury Dr","87","6071","Sheppard Ave West at John Drury Dr"
"burnhamthorpe and west mall","87","697","Burnhamthorpe Rd at The West Mall","87","8671","The West Mall at Burnhamthorpe Rd"
"yonge and gerrard","86","9897","Eglinton Ave West at Yonge St","86","9898","Eglinton Ave West at Yonge St West Side"
"jane and ardagh","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre","86","9942","Dundas St West at Jane St East Side"
"jarvis and queensquay","86","6375","The Esplanade at Lower Jarvis St East Side","86","6474","Lower Jarvis St at The Esplanade"
"major mackenzie","90","13526","The Bridle Walk at Major Mackenzie Dr East","90","14247","Warden Ave at Major Mackenzie Dr East"
"giltspur dr and jane","86","3479","Disco Rd at Carlingview Dr East Side","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre"
"keele & eglinton","86","14258","Don Mills Rd at Eglinton Ave East","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"morningside and stains","86","11415","Military Trail at Morningside Ave","86","10947","Morningside Ave at Casebridge Crt North Side"
"pharmacy/comstock","86","6368","Ellesmere Rd at Pharmacy Ave","86","6698","Pharmacy Ave at Ellesmere Rd"
"bedford & dupont","95","11710","Bedford Rd at Dupont St","95","998","Dupont St at Bedford Rd"
"keele and broadoaks","86","11689","Keele St at St Clair Ave West","86","11689","Keele St at St Clair Ave West"
"lawrence east rt","86","3479","Disco Rd at Carlingview Dr East Side","86","14258","Don Mills Rd at Eglinton Ave East"
"dufferin and sylvan","86","9991","Dufferin St at Springhurst Ave","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre"
"eglinton/petman","86","14258","Don Mills Rd at Eglinton Ave East","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"steeles and warden","86","1974","Don Mills Rd at Steeles Ave East","86","9719","Bathurst St at Steeles Ave West"
"birchwood ave","90","3253","York Mills Rd at Birchwood Ave","90","3253","York Mills Rd at Birchwood Ave"
"victoria park and finch","86","9910","Finch Ave East at Finchdene Sq West Side","86","9909","Finch Ave East at Neilson Rd West Side"
"westin rd on finch ave","86","3479","Disco Rd at Carlingview Dr East Side","86","14258","Don Mills Rd at Eglinton Ave East"
"martingrove and eglinton","86","9125","Don Mills Rd at Eglinton Ave East North Side","86","2240","Eglinton Ave East at Bayview Ave East Side"
"founders and steeles","86","1974","Don Mills Rd at Steeles Ave East","86","9719","Bathurst St at Steeles Ave West"
"steeles and mccowan loop","86","9604","Ellesmere Rd at McCowan Rd East Side","86","9720","Birchmount Rd at Steeles Ave South Side"
"bathurst at sheppard","86","1871","Davisville Ave at Cleveland St","86","3479","Disco Rd at Carlingview Dr East Side"
"victoria park and jonesville cr","86","1459","Queen's Park Cres East at St Joseph St North Side","86","13918","Sheppard Ave East at Victoria Park Ave East Side"
"runnymede lop","86","4455","Dundas St West at Runnymede Rd West Side","86","6418","Henrietta St at Runnymede Rd"
"manitoba drive (w of nova scotia)","86","463","Birchmount Rd at Highway 401 - Walkway North of Rolark","86","463","Birchmount Rd at Highway 401 - Walkway North of Rolark"
"manitoba","90","13366","Exhibition Loop at Manitoba Dr","90","12141","Grand Ave at Manitoba St South Side"
"airport and derry rd","86","3479","Disco Rd at Carlingview Dr East Side","86","14258","Don Mills Rd at Eglinton Ave East"
"bayview andeglinton","86","2240","Eglinton Ave East at Bayview Ave East Side","86","298","2395 Bayview Ave - Bob Rumball Centre For The Deaf"
"sheppard @ glenwatford","86","11669","Sheppard Ave East at Meadowvale Rd","86","13918","Sheppard Ave East at Victoria Park Ave East Side"
"millwood and redway","86","5753","Millwood Rd at Overlea Blvd North Side","86","2979","Overlea Blvd at Millwood Rd East Side"
"lawrence west and olympia dr","87","5391","Lawrence Ave West at Olympia Dr East Side","86","14255","Don Mills Rd at Lawrence Ave East South Side"
"kipling and john garland","86","4285","Kipling Ave at Belfield Rd - Etobicoke North GO Station","86","4291","Kipling Ave at Bloor St West North Side"
"gibson drive/warden","86","9344","Steeles Ave East at Warden Ave","86","9905","Warden Ave at Danforth Rd South Side"
"eastwood/coxwell","86","4908","Coxwell Ave at Mortimer Ave - Michael Garron Hospital","86","4911","Coxwell Ave at Plains Rd"
"markham road","86","2288","Eglinton Ave East at Markham Rd West Side","86","11364","Progress Ave at Markham Rd East Side"
"avenue rd and lawrence","86","3479","Disco Rd at Carlingview Dr East Side","86","14258","Don Mills Rd at Eglinton Ave East"
"bergamot at rexdale","95","9268","Bergamot Ave at Rexdale Blvd","86","1871","Davisville Ave at Cleveland St"
