bad_name, good_name, confidence
340 Chaplin Cres, 340 Chaplin Cres, 100
cohill and windermere, Coe Hill Dr at Windermere Ave South Side, 90
eb lawrence and railside, Railside Rd (East) at Lawrence Ave East South Side, 90
eglinton and gelnceder dr., NONE, 50
rogers and scott, Rogers Rd at Scott Rd, 100
yonge & roxborough, Yonge St at Roxborough Dr East Side, 90
brimely eglinton, Brimley Rd at Eglinton Ave East, 90
eglinton ave. west on liard., NONE, 60
yonge and roxborough, Yonge St at Roxborough Dr East Side, 90
roselawn and chaplain, Roselawn Ave at Chaplin Cres, 100
middlefield & steeles loop, NONE, NONE
martin grove and vulcan, Martin Grove Rd at Vulcan St South Side, 80
king & strachan, King St West at Strachan Ave, 90
mccowan - finch, Finch Ave East at McCowan Rd, 70
belle ayre/ davisville, Davisville Ave at Belle Ayre Blvd, 90
scarborough Scarborough Town Center, Scarborough Town Centre, 100
lawrance and charlotown, Lawrence Ave East at Charlottetown Blvd West Side, 90
bridletown circ, Sheppard Ave East at Bridletowne Cir (West) East Side, 60
bathurst and antibees, Bathurst St at Antibes Dr, 90
york university - commons, York University Commons, 90
Pharmacy Ave, NONE, 60
jane st at harding ave, Jane St at Harding Ave, 100
keele / annette, Keele St at Annette St, 100
fort york and bastion, Fort York Blvd at Bastion St East Side, 90
lawrence  / shermount, Lawrence Ave West at Shermount Ave, 90
overlea blvd and millwood rd, Overlea Blvd at Millwood Rd, 100
gilmore and dundas, Annette St at Gilmour Ave, 80
yonge & st clair, Yonge St at St Clair Ave East - St. Clair Station, 100
yonge & lord seaton, Yonge St at Lord Seaton Rd, 100
bloor and sherboune, Bloor St East at Sherbourne St, 100
passmore and markham(pamk), Markham Rd at Passmore Ave, 90
newgale gate & finchdene, Newgale Gate at Finchdene Sq, 90
12 kingston route, NONE, 0
meadowvale loop & sheppard, Meadowvale Loop at Sheppard Ave East, 90
royal york at lawrence, Royal York Rd at Lawrence Ave West, 80
warden ave st clair, St Clair Ave East at Warden Ave, 75
kingston & livingston, Guildwood Pkwy at Livingston Rd, 70
pape and queen, Queen St East at Pape Ave, 70
hwy 27 and neartic dr, NONE, 0
finch - liszt gate, Finch Ave East at Liszt Gate, 90
passmore, Passmore Ave at Middlefield Rd, 70
midland and wolfe, NONE, NONE
yonge and abitibi ave, NONE, NONE
airpost and orlando, Airport Rd at Orlando Dr, 90
cenntennial college loop, Centennial College Bus Terminal, 85
mccowan - sandhurst circle, McCowan Rd at Sandhurst Cir (North), 85
graydon hall and george henry, NONE, NONE
dynamic and mc.nickle, Dynamic Dr at McNicoll Ave North Side, 80
tapscott on neilson, Neilson Rd at Tapscott Rd, 90
sentinel and grandravine dr, Grandravine Dr at Sentinel Rd, 90
duncan mills and valleybrook, Duncan Mill Rd at Valleybrook Dr, 100
st clair and cotton, St Clair Ave East at Cotton Ave, 95
brunswick ave and harbord st, Harbord St at Brunswick Ave, 95
steels and mccowan, Steeles Ave East at McCowan Rd, 95
near queen on lansdowne, Lansdowne Ave at Queen St West, 90
don mills and leith, Don Mills Rd at Leith Hill Rd, 95
weston to yorkmills station, Weston Rd at York Mills Rd, 40
jane to lawrence west station, NONE, NONE
coxwell and strathmore blvd, Coxwell Ave at Strathmore Blvd, 95
downsview station to sheppard station, NONE, NONE
farm greenway and victoria park, Victoria Park Ave at Farm Greenway, 95
robina and st. clair, NONE, NONE
yonge st to keele both ways, NONE, NONE
queen/parliament, Parliament St at Queen St East, 90
thurman and steeles ave west, Steeles Ave West at Thurman Rd, 90
strachan to mill, Strachan Ave at Fleet St, 60
meadowvale & dean park, Meadowvale Rd at Dean Park Rd, 100
yonge street and steels ave, Steeles Ave East at Yonge St, 70
pharmacy ave and finch ave east, Finch Ave East at Pharmacy Ave, 100
albion and martingrove, Albion Rd at Martin Grove Rd, 100
kennedy and ellesmere rd, Ellesmere Rd at Kennedy Rd, 100
yonge and roxborough st., NONE, 0
sheppare arrow, Sheppard Ave West at Arrow Rd, 75
queens plate, Queen's Plate Dr (West) at Janda Crt, 85
lawrence statiom, Lawrence Station, 90
fairview mall dr, Don Mills Rd at Fairview Mall Dr North Side, 90
martin grove and betteridge, Martin Grove Rd at Bethridge Rd, 85
castlefild and dufferin, Dufferin St at Castlefield Ave, 90
wardem station, Warden Station, 90
hwy 27 at queens park, Highway 27 at Queen's Plate Dr - Woodbine Centre, 80
wellesworth and gentian, Gentian Dr at Wellesworth Dr, 90
warden ave and 16th ave, Warden Ave at 16Th Ave, 90
keele /  west toronto, Keele St at West Toronto St, 80
main and occonnor, Main St at O'Connor Dr, 80
apex and lawrence, Lawrence Ave West at Apex Rd, 90
queen and waverly, NONE, 0
victora park station, Victoria Park Station, 95
select avenue, Select Ave at Markham Rd, 80
yonge and eglinton ave e, Yonge St at Eglinton Ave East, 90
estelle ave, Finch Ave East at Estelle Ave, 90
lansdowne at wade av., Lansdowne Ave at Wade Ave - Lansdowne Station, 90
vari hall and york u commons, York University Commons, 80
wyndford west of don mills, Wynford Dr at Don Mills Rd East Side, 60
weston / lambton, Lambton Ave at Weston Rd, 80
wellesly station, Wellesley Station, 90
wilson station platform, Wilson Station, 100
north over street and shpperd., Sheppard Ave West at Northover St, 60
queensquay and yonge, Queens Quay East at Yonge St, 60
fdfi, NONE, 0
danfoeth ave and victoria park, Danforth Ave at Victoria Park Ave, 90
founders / steeles, Steeles Ave West at Founders Rd, 70
eglintonn / islington, NONE, 0
middlefield/finch, Middlefield Rd at Finch Ave East, 60
jarvis and queenquay, The Esplanade at Lower Jarvis St East Side, 50
mclevin and markham, Markham Rd at McLevin Ave, 60
dufferin & springhurst, Dufferin St at Springhurst Ave, 100
cherry and mills, York Mills Rd at Bayview Ave, 40
kennedy rd on steeles, Kennedy Rd at Steeles Ave East, 70
driftwood / finch, Driftwood Ave at Finch Ave West, 100
bay/dundas, Dundas St West at Bay St, 80
bathurst / drewry, Bathurst St at Drewry Ave, 100
Steeles Ave West at Carpenter Rd, Steeles Ave West at Carpenter Rd, 100
Jane St at Church St, Jane St at Church St, 100
Dufferin St at Orfus Rd, Dufferin St at Orfus Rd, 100
Victoria Park Ave at Lawrence Ave East, Victoria Park Ave at Lawrence Ave East South Side, 90
Kingston Rd at Midland Ave, Kingston Rd at Midland Ave, 100
Weston Rd at Toryork Dr, Toryork Dr at Weston Rd West Side, 90
Victoria Park Ave at St Bedes Rd, Victoria Park Ave at St Bedes Rd, 95
Progress Ave at McCowan Rd, Progress Ave at McCowan Rd West Side, 90
Glen Rd at Elm Ave, Glen Rd at Elm Ave, 100
Sheppard Ave West at Northover St, Sheppard Ave West at Northover St, 100
steeles/ bayview, Steeles Ave East at Bayview Ave, 75
kennedy station to terminal 3 air port, Kennedy Station, 50
newgale gate and finchdene sq, Finchdene Sq at Newgale Gate, 85
300 route, NONE, 0
spadina, Spadina Rd at Dupont St, 70
neilson rd on finch, Neilson Rd at Finch Ave East South Side, 80
yonge loop on steels, Steeles Ave East Loop, 60
bathurst and bloor street, Bathurst St at Bloor St West, 90
sheppard station at yonge, Sheppard Ave East at Yonge St East Side - Sheppard Station, 85
finchden and finch, Finch Ave East at Finchdene Sq West Side, 80
donland av/mortimer av, Donlands Ave at Mortimer Ave, 90
morningview trail and morningside road, Morningside Ave at Morningview Trail, 80
lawrence/ don mills, Lawrence Ave East at Don Mills Rd, 90
eglinton ave e and banff rd, Eglinton Ave East at Banff Rd, 90
pharmacy ave and princeway dr, Pharmacy Ave at Princeway Dr, 90
vaughan & kenwood, Vaughan Rd at Kenwood Ave, 90
kennedy ave and steeles ave e, Kennedy Rd at Steeles Ave East, 90
doncaster on main st., Doncaster Ave at Main St, 90
bloor and sherbourne., Bloor St East at Sherbourne St, 90
shermount s. of lawrence, Lawrence Ave West at Shermount Ave, 80
scarlett and fontenay, Scarlett Rd at Fontenay Crt South Side, 95
sandown and kingston road, Kingston Rd at Sandown Ave, 95
yukon lane, Sheppard Ave West at Yukon Lane, 100
rogers and harvie, NONE, 40
allen rd and kennard, Kennard Ave at William R Allen Rd, 95
wilson ave & murray rd, Wilson Ave at Murray Rd, 100
427 and dixon, Dixon Rd at Highway 427 Overpass, 85
bloor and westmall, Bloor St West at The West Mall, 90
morningview tr-morningside, Morningside Ave at Morningview Trail, 90
bellamy and brimorton, Brimley Rd at Brimorton Dr, 85
fenmar dr, 15 Fenmar Dr, 90
warden ave hwy #7, Warden Ave at Highway 7, 90
laird and commercial, Laird Dr at Commercial Rd North Side, 90
queens quay and lowerjarvis, Queens Quay Loop at Lower Spadina Ave, 60
middlefield and nashdene, Middlefield Rd at Nashdene Rd, 100
castlemore, Castlemore Ave at The Bridle Walk, 80
jane st at lawrence ave, Avenue Rd at Lawrence Ave West, 60
eglinton ave at jane st, Eglinton Ave West at Jane St East Side, 90
lawerence and welland, Lawrence Ave West at Welland Rd, 80
Albion Rd at Arcot Blvd, Albion Rd at Arcot Blvd, 95
York Mills Rd at Leslie St, York Mills Rd at Leslie St West Side, 90
Don Mills Rd at Green Belt Dr, Don Mills Rd at Green Belt Dr North Side, 95
Kingston Rd at Military Trail, Kingston Rd at Military Trail, 100
Ossington Ave at St Clair Ave West, St Clair Ave West at Oakwood Ave, 70
Morningside Ave at Staines Rd, Morningside Ave at Staines Rd, 100
Front St East at Cherry St, Front St East at Cherry St, 95
York Mills Rd at Yonge St, NONE, 30
Midland Ave at Steeles Ave East, NONE, 30
Eglinton Ave West at Martin Grove Rd, Eglinton Ave West at Martin Grove Rd, 100
mcnicol/ironside, Ironside Cres at McNicoll Ave North Side, 70
navaho and victoria park, Victoria Park Ave at Navaho Dr, 90
blackwell and tapscott, Tapscott Rd at Blackwell Ave, 95
birchmount rd and glendower circle, Birchmount Rd at Glendower Circt (South), 90
thorncliffe par west and overlea, Overlea Blvd at Thorncliffe Park Dr (West), 90
overlea & thorncliff pk w, Overlea Blvd at Thorncliffe Park Dr (West), 90
overlea blvd and thornclffe dr., Overlea Blvd at Thorncliffe Park Dr (East), 85
ykms - york, York Mills Rd at Sandover Dr (1222 York Mills), 70
keele and patroila, NONE, NONE
lawrence and avenue rd., Lawrence Ave West at Avenue Rd, 85
Runnymede Rd at St Clair Ave West, Runnymede Rd at St Clair Ave West, 100
NONE, NONE, NONE
Bloor St West at High Park Ave, Bloor St West at High Park Ave, 100
Yonge St at Churchill Ave, Yonge St at Churchill Ave, 100
Dixon Rd at Carlingview Dr, Dixon Rd at Carlingview Dr, 100
Steeles Ave East at Dumont St, Steeles Ave East at Dumont St, 100
NONE, NONE, NONE
Breckon Gate at Sheppard Ave East, Murison Blvd at Breckon Gate, 60
Neilson Rd at Berner Trail, Neilson Rd at Berner Trail, 100
Leslie St at Old Cummer Ave - Old Cummer GO Station, Leslie St at Old Cummer Ave - Old Cummer GO Station, 100
st.cliar & weston, St Clair Ave West at Weston Rd, 80
wilson and wendall, Wilson Ave at Wendell Ave, 90
keele between toro and finch, Keele St at Toro Rd, 80
jane & eglinton, Jane St at Eglinton Ave West, 90
locksley & eglinton, NONE, 50
steeles/woodbine, Steeles Ave East at Woodbine Ave, 95
davenport on lansdowne, Lansdowne Ave at Davenport Rd, 95
ray near weston road, Weston Rd at Ray Ave, 90
keele and dudnas, Keele St at Dundas St West, 80
kenwood, Kenwood Ave, 80
york mills and vally wood, York Mills Rd at Valley Woods Rd, 90
sheppard and allen rd., Sheppard Ave West at William R Allen Rd, 90
albans and kipling, St Albans Rd at Kipling Ave, 80
military trail & kingston, Military Trail at Kingston Rd, 90
dundas st at runnymede, Dundas St West at Runnymede Rd, 100
lawrence and john, Lawrence Plaza at Canada Trust, 60
doncliffe, Doncliffe Loop at Glen Echo Rd, 90
wilson ave / keele st, Wilson Ave at Keele St, 100
kingston rd and bellamy road south, Kingston Rd at Bellamy Rd South, 90
woodbine ave. and eastwood rd. (gerrard), Woodbine Ave at Eastwood Rd, 95
christie and yormouth garden, Christie St at Yarmouth Rd South Side, 80
lawrence and greenholme, Lawrence Ave East at Greenholm Circt, 95
morningview tr-old finch, Morningview Trail at Old Finch Ave South Side, 100
wilson and transit rd., Wilson Ave at Transit Rd West Side, 90
overlea blvd millwood rd, Overlea Blvd at Millwood Rd, 100
steeles and ross dean, Steeles Ave West at Rossdean Dr, 100
broadview and o'connor, Broadview Ave at Erindale Ave, 40
sheppard and amethyst, Sheppard Ave East at Amethyst Rd, 90
brimley / sheppard, Brimley Rd at Sheppard Ave East, 100
gerry fitzgerald/dufferin, Dufferin St at Gerry Fitzgerald Dr, 90
municipal & eglinton, Eglinton Ave West at Municipal Dr - York Civic Centre, 90
supertest to steeles, Steeles Ave West at Supertest Rd, 85
royalcrest and hwy27, Royalcrest Rd at Highway 27, 100
jane and shoreham dr, Jane St at Shoreham Dr, 100
laird & lea, Laird Dr at Lea Ave, 100
steeles ans victoria park, Victoria Park Ave at Steeles Ave East, 100
fort york to bay street, Front St West at Bay St, 80
morrish road and ellesmere road, Morrish Rd at Ellesmere Rd, 100
ionview rd and eglinton ave e, Eglinton Ave East at Ionview Rd, 100
bicknell &rogers, Rogers Rd at Bicknell Ave, 90
bus roadway/ keele, Keele St at Toro Rd, 50
wilson / garratt, Wilson Ave at Garratt Blvd, 100
harbord st and brunswick, Harbord St at Brunswick Ave, 100
eglinton and ennerdale rd., Eglinton Ave West at Ennerdale Rd, 90
yorkmills and york ridge rd., York Mills Rd at York Ridge Rd, 100
front st east and berkeley st, Berkeley St at Front St East South Side, 100
jane st. / weston road, Jane St at Weston Rd, 100
eglinton and sloane, Sloane Ave at Eglinton Ave East, 100
Bathurst St at Village Gate, Bathurst St at Village Gate, 100
Victoria Park Ave at Kingston Rd, Victoria Park Ave at Kingston Rd, 100
Mt Dennis, St Dennis Dr at Linkwood Lane, 75
Briarhill and Bathurst, Bathurst St at Briar Hill Ave, 100
Scarborough Golf Club Rd at Lawrence Ave East, Scarborough Golf Club Rd at Lawrence Ave East North Side, 75
Sheppard and Weston, Sheppard Ave West at Weston Rd, 80
Albion Rd and Weston Rd, Albion Rd at Weston Rd, 100
Kingston Road & Guildwood Pkwy, Guildwood Pkwy at Kingston Rd, 90
Wilson Ave at Weston Rd, Weston Rd at Wilson Ave, 100
Trethewey Dr at Eglinton Ave West, Eglinton Ave West at Trethewey Dr/Keele St, 80
danforth ave and dawes, Danforth Ave at Dawes Rd, 95
kennedy/antrimcres., Kennedy Rd at Antrim Cres, 85
glencedar & eglinton, Eglinton Ave West at Glen Cedar Rd, 80
bloor & shebourne, Bloor St East at Sherbourne St, 90
n/b northqueen at queensway, North Queen St at The Queensway, 85
queen's park circle & bloor, Bloor St West at Queen's Park, 70
squires and ferris, Ferris Rd at Squires Ave, 90
e/b the queensway at the eastmall, The East Mall at The Queensway, 75
airport to westwood mall, NONE, 0
radpath and eglinton ave e, Eglinton Ave East at Redpath Ave, 70
bathurst and harbord, Bathurst St at Harbord St, 95
burnview cr and lawrence ave e, Lawrence Ave East at Burnview Cres, 90
frederick st and the esplanade, The Esplanade at Princess St, 70
bloor & kennedy, Kennedy Rd at Danforth Rd, 40
altantic and king st., King St West at Atlantic Ave, 95
craighhurst and yonge, Yonge St at Glengrove Ave, 40
Jane Station - jane station, Jane St at Annette St, 65
slpm - loop at steeles / martin grove, Steeles Ave West Loop at Martin Grove Rd, 75
steeles at dufferin, Steeles Ave West at Dufferin St, 90
barbergreen rd and don mills, Barber Greene Rd at Don Mills Rd, 95
york u - the common, York University, 80
lakeshore blvd. and 8th st., Eighth St at Lake Shore Blvd West North Side, 90
steels and village gate, Steeles Ave West at Village Gate, 90
eastmall and martingrove, NONE, NONE
# 65 thonrcliff park, NONE, NONE
signet and steels, Steeles Ave West at Signet Dr, 90
sandwell dr. and the westway, The Westway at Sandwell Dr, 90
wilmington and searle, Wilmington Ave at Searle Ave, 90
sherbourne & bloor, Bloor St East at Sherbourne St, 90
dockside dr, Dockside Dr at Queens Quay East, 90
markham road & select, Select Ave at Markham Rd, 70
harvest moon and old finch, Old Finch Ave at Harvest Moon Dr, 70
mclevin ave and markham road, Markham Rd at McLevin Ave, 75
nugget and markham, Markham Rd at Nugget Ave, 75
steeles / duferin, Steeles Ave West at Dufferin St, 80
thistle down & albion, Albion Rd at Thistle Down Blvd, 80
humber college & john garland, Humber College Blvd at John Garland Blvd, 80
maxome and finch, Finch Ave East at Maxome Ave, 75
st. clair w. station, St Clair West Station, 90
kipoling station, Kipling Station, 90
Morningside Ave at Sheppard Ave East, NONE, 60
Bathurst St at Lytton Blvd, Bathurst St at Lytton Blvd, 100
Islington Ave at Bergamot Ave, Islington Ave at Bergamot Ave, 100
Lawrence Ave East at Greenholm Circt, Lawrence Ave East at Greenholm Circt, 100
Gary Dr at Yelland St, Gary Dr at Yelland St, 100
Bradstock Rd at Weston Rd, NONE, 40
Birchmount Rd at Wintermute Blvd, Birchmount Rd at Wintermute Blvd, 100
Lawrence Ave at Yonge St - Lawrence Station, Lawrence Ave at Yonge St - Lawrence Station, 100
York Mills Rd at Silverdale Cres, York Mills Rd at Silverdale Cres, 100
St Clair Ave West at Christie St, St Clair Ave West at Christie St, 100
danforth and pape avenue, Pape Ave at Danforth Ave, 90
morningside and statines, Morningside Ave at Staines Rd, 80
